"種類","価格情報区分","地域","市区町村コード","都道府県名","市区町村名","地区名","最寄駅：名称","最寄駅：距離（分）","取引価格（総額）","面積（㎡）","土地の形状","間口","延床面積（㎡）","建築年","建物の構造","用途","今後の利用目的","前面道路：方位","前面道路：種類","前面道路：幅員（ｍ）","都市計画","建ぺい率（％）","容積率（％）","取引時期","取引の事情等"
"宅地(土地と建物)","成約価格情報","","13110","東京都","目黒区","南","大岡山",15,110000000,75,"","",105,"2024年","木造","","","東","私道",4,"１低住専",60,150,"2024年第3四半期",""
"宅地(土地と建物)","成約価格情報","","13110","東京都","目黒区","八雲","都立大学",15,130000000,105,"","",100,"2007年","木造","","","北","私道",4.5,"１低住専",60,150,"2024年第3四半期",""
"宅地(土地と建物)","成約価格情報","","13110","東京都","目黒区","八雲","都立大学",10,170000000,125,"","",115,"2005年","木造","","","南","公道",4,"１低住専",60,150,"2024年第3四半期",""
"宅地(土地と建物)","成約価格情報","","13110","東京都","目黒区","八雲","都立大学",20,140000000,100,"","",115,"2001年","木造","","","南","公道",5.3,"１低住専",50,100,"2024年第3四半期",""
"宅地(土地と建物)","成約価格情報","","13110","東京都","目黒区","八雲","都立大学",10,120000000,70,"","",85,"戦前","木造","","","北西","公道",8.4,"近隣商業",80,200,"2024年第3四半期",""
"宅地(土地と建物)","成約価格情報","","13110","東京都","目黒区","中町","祐天寺",20,98000000,75,"","",100,"2013年","木造","","","南東","私道",4,"１中住専",60,160,"2024年第4四半期",""
"宅地(土地と建物)","成約価格情報","","13110","東京都","目黒区","中目黒","祐天寺",15,68000000,45,"","",65,"1998年","木造","","","西","公道",3.5,"１低住専",60,150,"2024年第4四半期",""
"宅地(土地と建物)","成約価格情報","","13110","東京都","目黒区","東が丘","駒沢大学",15,320000000,255,"","",200,"2020年","木造","","","東","公道",5.4,"１低住専",60,150,"2024年第4四半期",""
"宅地(土地と建物)","成約価格情報","","13110","東京都","目黒区","南","大岡山",10,110000000,75,"","",115,"2008年","木造","","","南東","私道",3.4,"１低住専",60,150,"2024年第4四半期",""
"宅地(土地と建物)","成約価格情報","","13110","東京都","目黒区","八雲","都立大学",15,85000000,70,"","",90,"1988年","ＳＲＣ","","","北","公道",5.9,"１低住専",50,100,"2024年第4四半期",""
"宅地(土地と建物)","成約価格情報","","13110","東京都","目黒区","八雲","自由が丘(東京)",15,170000000,105,"","",130,"2014年","木造","","","南","私道",4,"１低住専",60,150,"2024年第4四半期",""
"宅地(土地と建物)","成約価格情報","","13110","東京都","目黒区","目黒","目黒",15,78000000,50,"","",80,"2000年","木造","","","南西","私道",4,"１中住専",60,160,"2024年第1四半期",""
"宅地(土地と建物)","成約価格情報","","13110","東京都","目黒区","目黒","中目黒",20,150000000,75,"","",110,"2018年","ＲＣ","","","西","公道",7.2,"１低住専",60,150,"2024年第2四半期",""
"宅地(土地と建物)","成約価格情報","","13110","東京都","目黒区","目黒","目黒",10,110000000,75,"","",105,"2009年","木造","","","南東","私道",4,"１低住専",60,150,"2024年第2四半期",""
"宅地(土地と建物)","成約価格情報","","13110","東京都","目黒区","目黒","目黒",15,120000000,75,"","",105,"2016年","軽量鉄骨造","","","北東","私道",4,"１低住専",60,150,"2024年第3四半期",""
"宅地(土地と建物)","成約価格情報","","13110","東京都","目黒区","目黒","祐天寺",20,99000000,75,"","",100,"1997年","木造","","","南東","私道",4.2,"１低住専",60,150,"2024年第4四半期",""
"宅地(土地と建物)","成約価格情報","","13110","東京都","目黒区","目黒","目黒",15,230000000,105,"","",170,"2024年","木造","","","南","公道",4,"１低住専",60,150,"2024年第4四半期",""
"宅地(土地と建物)","成約価格情報","","13110","東京都","目黒区","目黒","目黒",20,130000000,95,"","",175,"1990年","木造","","","南","公道",5.4,"１中住専",60,200,"2024年第4四半期",""
"宅地(土地と建物)","成約価格情報","","13110","東京都","目黒区","大岡山","大岡山",10,98000000,175,"","",170,"2013年","木造","","","南西","私道",2.6,"１低住専",60,150,"2025年第1四半期",""
"宅地(土地と建物)","成約価格情報","","13110","東京都","目黒区","大岡山","大岡山",15,140000000,120,"","",210,"1994年","木造","","","西","私道",4,"１低住専",60,150,"2025年第1四半期",""
"宅地(土地と建物)","成約価格情報","","13110","東京都","目黒区","上目黒","祐天寺",5,150000000,75,"","",125,"2025年","木造","","","北","私道",3.1,"１低住専",60,150,"2025年第1四半期",""
"宅地(土地と建物)","成約価格情報","","13110","東京都","目黒区","平町","都立大学",5,82000000,55,"","",80,"2006年","木造","","","北","私道",3.1,"１中住専",60,160,"2025年第1四半期",""
"宅地(土地と建物)","成約価格情報","","13110","東京都","目黒区","碑文谷","都立大学",15,140000000,85,"","",135,"2007年","木造","","","北東","公道",7.8,"１低住専",60,150,"2025年第1四半期",""
"宅地(土地と建物)","成約価格情報","","13110","東京都","目黒区","碑文谷","都立大学",15,140000000,110,"","",140,"2008年","木造","","","東","私道",4,"１低住専",60,150,"2025年第1四半期",""
"宅地(土地と建物)","成約価格情報","","13110","東京都","目黒区","碑文谷","学芸大学",10,55000000,45,"","",50,"1975年","木造","","","北西","公道",3.2,"１低住専",60,150,"2025年第1四半期",""
"宅地(土地と建物)","成約価格情報","","13110","東京都","目黒区","青葉台","神泉",10,140000000,65,"","",100,"2005年","木造","","","南西","私道",4,"１種住居",60,160,"2025年第2四半期",""
"宅地(土地と建物)","成約価格情報","","13110","東京都","目黒区","大岡山","都立大学",10,110000000,80,"","",105,"2018年","木造","","","北","私道",4,"１中住専",60,160,"2025年第2四半期",""
"宅地(土地と建物)","成約価格情報","","13110","東京都","目黒区","大岡山","大岡山",10,100000000,70,"","",85,"2012年","木造","","","南西","私道",4,"１低住専",60,150,"2025年第2四半期",""
"宅地(土地と建物)","成約価格情報","","13110","東京都","目黒区","上目黒","中目黒",10,140000000,60,"","",90,"2013年","木造","","","南西","私道",4,"１中住専",60,160,"2025年第2四半期",""
"宅地(土地と建物)","成約価格情報","","13110","東京都","目黒区","上目黒","中目黒",10,130000000,50,"","",95,"2004年","木造","","","","","","１種住居",60,200,"2025年第2四半期",""
"宅地(土地と建物)","成約価格情報","","13110","東京都","目黒区","平町","都立大学",15,88000000,55,"","",120,"1991年","木造","","","","公道","","１低住専",60,150,"2025年第2四半期",""
"宅地(土地と建物)","成約価格情報","","13110","東京都","目黒区","中央町","学芸大学",10,260000000,110,"","",125,"2024年","軽量鉄骨造","","","","公道",7.2,"２中住専",60,196,"2025年第2四半期",""
"宅地(土地と建物)","成約価格情報","","13110","東京都","目黒区","碑文谷","西小山",15,73000000,50,"","",85,"2012年","木造","","","西","公道",6,"１中住専",60,200,"2025年第2四半期",""
"宅地(土地と建物)","成約価格情報","","13110","東京都","目黒区","碑文谷","都立大学",15,110000000,70,"","",105,"2020年","木造","","","北","公道",6,"１低住専",60,150,"2025年第2四半期",""
"宅地(土地と建物)","成約価格情報","","13110","東京都","目黒区","碑文谷","都立大学",15,230000000,175,"","",140,"1953年","木造","","","南東","公道",11,"１低住専",60,150,"2025年第2四半期",""
"宅地(土地と建物)","成約価格情報","","13110","東京都","目黒区","柿の木坂","都立大学",10,210000000,145,"","",140,"2012年","木造","","","南","公道",5.4,"１低住専",50,100,"2025年第1四半期",""
"宅地(土地と建物)","成約価格情報","","13110","東京都","目黒区","柿の木坂","都立大学",10,190000000,120,"","",120,"2017年","軽量鉄骨造","","","西","公道",5.2,"１低住専",50,100,"2025年第1四半期",""
"宅地(土地と建物)","成約価格情報","","13110","東京都","目黒区","柿の木坂","都立大学",10,380000000,255,"","",295,"2013年","ＲＣ","","","西","公道",3.7,"１低住専",50,100,"2025年第1四半期",""
"宅地(土地と建物)","成約価格情報","","13110","東京都","目黒区","下目黒","武蔵小山",15,78000000,75,"","",80,"2003年","木造","","","","","","１中住専",60,200,"2025年第1四半期",""
"宅地(土地と建物)","成約価格情報","","13110","東京都","目黒区","目黒本町","学芸大学",15,120000000,140,"","",115,"2006年","木造","","","東","公道",7.2,"準工業",60,200,"2025年第1四半期",""
"宅地(土地と建物)","成約価格情報","","13110","東京都","目黒区","目黒本町","学芸大学",15,110000000,100,"","",115,"2024年","木造","","","北西","公道",4,"１種住居",60,160,"2025年第1四半期",""
"宅地(土地と建物)","成約価格情報","","13110","東京都","目黒区","目黒本町","武蔵小山",10,130000000,65,"","",105,"2024年","木造","","","西","公道",4.3,"１種住居",60,200,"2025年第1四半期",""
"宅地(土地と建物)","成約価格情報","","13110","東京都","目黒区","目黒本町","学芸大学",15,85000000,50,"","",85,"2004年","木造","","","北西","公道",7.8,"準工業",70,200,"2025年第1四半期",""
"宅地(土地と建物)","成約価格情報","","13110","東京都","目黒区","目黒本町","武蔵小山",10,36000000,85,"","",120,"1988年","木造","","","","","","１種住居",60,200,"2025年第1四半期",""
"宅地(土地と建物)","成約価格情報","","13110","東京都","目黒区","柿の木坂","都立大学",10,170000000,130,"","",125,"2011年","木造","","","南東","公道",8.7,"１低住専",50,100,"2025年第2四半期",""
"宅地(土地と建物)","成約価格情報","","13110","東京都","目黒区","五本木","学芸大学",10,300000000,230,"","",245,"2016年","木造","","","南東","公道",5.4,"１低住専",70,150,"2025年第2四半期",""
"宅地(土地と建物)","成約価格情報","","13110","東京都","目黒区","五本木","学芸大学",5,76000000,35,"","",100,"2011年","ＲＣ","","","北東","公道",5,"近隣商業",80,200,"2025年第2四半期",""
"宅地(土地と建物)","成約価格情報","","13110","東京都","目黒区","五本木","祐天寺",5,130000000,70,"","",105,"2010年","木造","","","北","公道",6.3,"１低住専",70,150,"2025年第2四半期",""
"宅地(土地と建物)","成約価格情報","","13110","東京都","目黒区","下目黒","目黒",10,230000000,85,"","",160,"2025年","木造","","","南","公道",4.2,"準工業",60,252,"2025年第2四半期",""
"宅地(土地と建物)","成約価格情報","","13110","東京都","目黒区","下目黒","目黒",15,93000000,75,"","",150,"1993年","木造","","","南西","公道",2.5,"１低住専",60,150,"2025年第2四半期",""
"宅地(土地と建物)","成約価格情報","","13110","東京都","目黒区","下目黒","目黒",10,190000000,95,"","",160,"2010年","木造","","","北東","公道",6,"準工業",60,300,"2025年第2四半期",""
"宅地(土地と建物)","成約価格情報","","13110","東京都","目黒区","自由が丘","自由が丘(東京)",10,170000000,100,"","",185,"2004年","木造","","","東","公道",6.1,"１低住専",50,100,"2025年第2四半期",""
"宅地(土地と建物)","成約価格情報","","13110","東京都","目黒区","目黒本町","学芸大学",15,150000000,80,"","",150,"2020年","鉄骨造","","","北","公道",4,"１種住居",60,160,"2025年第2四半期",""
"宅地(土地と建物)","成約価格情報","","13110","東京都","目黒区","目黒本町","学芸大学",15,160000000,150,"","",115,"2007年","軽量鉄骨造","","","北","私道",1.9,"１種住居",60,200,"2025年第2四半期",""
"宅地(土地と建物)","成約価格情報","","13110","東京都","目黒区","目黒本町","西小山",10,72000000,40,"","",65,"2025年","木造","","","東","私道",4,"１種住居",60,200,"2025年第2四半期",""
"宅地(土地と建物)","成約価格情報","","13110","東京都","目黒区","中町","祐天寺",20,63000000,55,"","",70,"2001年","木造","","","西","私道",4,"１中住専",60,160,"2025年第1四半期",""
"宅地(土地と建物)","成約価格情報","","13110","東京都","目黒区","中町","祐天寺",15,120000000,70,"","",125,"2025年","木造","","","","","","１種住居",60,160,"2025年第1四半期",""
"宅地(土地と建物)","成約価格情報","","13110","東京都","目黒区","中目黒","中目黒",15,89000000,95,"","",100,"1998年","木造","","","北東","私道",4,"１中住専",60,160,"2025年第1四半期",""
"宅地(土地と建物)","成約価格情報","","13110","東京都","目黒区","中目黒","中目黒",10,110000000,50,"","",75,"2017年","木造","","","北","私道","","１低住専",50,100,"2025年第1四半期",""
"宅地(土地と建物)","成約価格情報","","13110","東京都","目黒区","東が丘","駒沢大学",15,170000000,100,"","",105,"2020年","木造","","","南東","公道",4,"１低住専",60,150,"2025年第1四半期",""
"宅地(土地と建物)","成約価格情報","","13110","東京都","目黒区","緑が丘","緑が丘(東京)",5,90000000,60,"","",90,"2006年","木造","","","南","私道",3.2,"１中住専",60,160,"2025年第1四半期",""
"宅地(土地と建物)","成約価格情報","","13110","東京都","目黒区","緑が丘","都立大学",10,170000000,120,"","",140,"2000年","木造","","","北","公道",7.9,"１低住専",50,100,"2025年第1四半期",""
"宅地(土地と建物)","成約価格情報","","13110","東京都","目黒区","南","都立大学",15,210000000,135,"","",160,"2016年","木造","","","東","公道",3.7,"２種住居",60,150,"2025年第1四半期",""
"宅地(土地と建物)","成約価格情報","","13110","東京都","目黒区","南","大岡山",10,66000000,55,"","",90,"2001年","木造","","","東","公道",3.8,"１低住専",60,150,"2025年第1四半期",""
"宅地(土地と建物)","成約価格情報","","13110","東京都","目黒区","八雲","都立大学",20,150000000,115,"","",100,"2014年","木造","","","北","公道",5.4,"１低住専",50,100,"2025年第1四半期",""
"宅地(土地と建物)","成約価格情報","","13110","東京都","目黒区","八雲","都立大学",10,96000000,90,"","",135,"1995年","木造","","","","","","１低住専",60,150,"2025年第1四半期",""
"宅地(土地と建物)","成約価格情報","","13110","東京都","目黒区","駒場","駒場東大前",10,37000000,35,"","",40,"1954年","木造","","","西","私道",1.8,"１中住専",60,160,"2025年第2四半期",""
"宅地(土地と建物)","成約価格情報","","13110","東京都","目黒区","駒場","駒場東大前",10,250000000,90,"","",135,"2016年","ＲＣ","","","東","公道",5.3,"１低住専",50,100,"2025年第2四半期",""
"宅地(土地と建物)","成約価格情報","","13110","東京都","目黒区","中町","学芸大学",15,150000000,85,"","",140,"2019年","木造","","","北東","公道",3.7,"１種住居",70,160,"2025年第2四半期",""
"宅地(土地と建物)","成約価格情報","","13110","東京都","目黒区","中町","祐天寺",10,180000000,85,"","",150,"2024年","木造","","","","","","１種住居",60,200,"2025年第2四半期",""
"宅地(土地と建物)","成約価格情報","","13110","東京都","目黒区","中町","学芸大学",15,70000000,65,"","",85,"2005年","木造","","","北西","公道",4,"１中住専",60,160,"2025年第2四半期",""
"宅地(土地と建物)","成約価格情報","","13110","東京都","目黒区","中町","祐天寺",15,100000000,70,"","",95,"1999年","軽量鉄骨造","","","北西","私道",3.2,"１中住専",60,200,"2025年第2四半期",""
"宅地(土地と建物)","成約価格情報","","13110","東京都","目黒区","中目黒","中目黒",10,170000000,65,"","",100,"2007年","木造","","","北東","私道",3.4,"準工業",60,240,"2025年第2四半期",""
"宅地(土地と建物)","成約価格情報","","13110","東京都","目黒区","東が丘","駒沢大学",10,210000000,150,"","",250,"1992年","","","","北","公道",5.4,"１中住専",60,200,"2025年第2四半期",""
"宅地(土地と建物)","成約価格情報","","13110","東京都","目黒区","東が丘","駒沢大学",10,190000000,130,"","",175,"2018年","木造","","","東","私道",3.7,"１低住専",60,150,"2025年第2四半期",""
"宅地(土地と建物)","成約価格情報","","13110","東京都","目黒区","東が丘","都立大学",20,150000000,90,"","",100,"2020年","木造","","","西","公道","","１低住専",60,150,"2025年第2四半期",""
"宅地(土地と建物)","成約価格情報","","13110","東京都","目黒区","東が丘","駒沢大学",10,84000000,60,"","",90,"1997年","木造","","","南東","私道",4.5,"１中住専",60,180,"2025年第2四半期",""
"宅地(土地と建物)","成約価格情報","","13110","東京都","目黒区","緑が丘","自由が丘(東京)",10,380000000,240,"","",370,"1989年","ＲＣ","","","西","公道",5.2,"１低住専",60,150,"2025年第2四半期",""
"宅地(土地と建物)","成約価格情報","","13110","東京都","目黒区","緑が丘","緑が丘(東京)",5,150000000,130,"","",230,"2003年","軽量鉄骨造","","","南","公道",4,"１中住専",60,200,"2025年第2四半期",""
"宅地(土地と建物)","成約価格情報","","13110","東京都","目黒区","緑が丘","緑が丘(東京)",10,120000000,90,"","",90,"2021年","木造","","","","公道",3.9,"１低住専",50,100,"2025年第2四半期",""
"宅地(土地と建物)","成約価格情報","","13110","東京都","目黒区","南","大岡山",10,110000000,100,"","",90,"2001年","木造","","","南東","公道",6.1,"２種住居",60,240,"2025年第2四半期",""
"宅地(土地と建物)","成約価格情報","","13110","東京都","目黒区","南","洗足",10,120000000,110,"","",125,"2012年","木造","","","","","","１低住専",60,150,"2025年第2四半期",""
"宅地(土地と建物)","成約価格情報","","13110","東京都","目黒区","南","洗足",15,140000000,185,"","",110,"1997年","木造","","","東","私道",3.2,"１低住専",60,150,"2025年第2四半期",""
"宅地(土地と建物)","成約価格情報","","13110","東京都","目黒区","八雲","都立大学",15,360000000,235,"","",360,"2007年","木造","","","南","公道",4,"１低住専",50,100,"2025年第2四半期",""
"宅地(土地と建物)","成約価格情報","","13110","東京都","目黒区","目黒","目黒",15,30000000,70,"","",65,"戦前","木造","","","北","公道",4,"１低住専",60,150,"2025年第2四半期",""
"宅地(土地と建物)","成約価格情報","","13110","東京都","目黒区","目黒","目黒",20,170000000,100,"","",145,"1986年","ＲＣ","","","西","私道",2.4,"１中住専",60,160,"2025年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","青葉台","池尻大橋",9,480000000,220,"ほぼ整形",9.1,260,"1997年","木造","住宅","その他","西","区道",7.3,"１種住居",60,300,"2024年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","商業地","13110","東京都","目黒区","青葉台","池尻大橋",9,1800000000,450,"不整形",20.7,"","2003年","ＲＣ","共同住宅","住宅","南","区道",8.4,"商業",80,600,"2024年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","青葉台","池尻大橋",10,400000000,170,"不整形",15.5,200,"1994年","木造","住宅","住宅","東","区道",7.2,"１種住居",60,300,"2023年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","青葉台","池尻大橋",10,280000000,115,"長方形",11,210,"1987年","ＲＣ","住宅、作業場","住宅","南東","区道",7.2,"１種住居",60,300,"2023年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","青葉台","池尻大橋",11,100000000,55,"ほぼ長方形",5,95,"2020年","木造","住宅","住宅","南","私道",2.6,"１種住居",60,200,"2020年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","青葉台","神泉",9,1100000000,330,"台形",20,550,"2022年","ＲＣ","共同住宅","住宅","西","私道",4,"１低住専",50,100,"2023年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","青葉台","神泉",7,500000000,370,"不整形",12,550,"2006年","ＲＣ","共同住宅","住宅","南西","区道",2.6,"１種住居",60,300,"2021年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","青葉台","代官山",11,410000000,250,"ほぼ台形",13.9,220,"1984年","","","住宅","南西","区道",5.5,"１低住専",50,100,"2025年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","青葉台","代官山",10,210000000,85,"ほぼ長方形",6.2,140,"","","","住宅","南東","区道",8,"１低住専",50,100,"2023年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","青葉台","中目黒",7,1100000000,520,"不整形",6.3,740,"2007年","ＲＣ","共同住宅、駐車場","住宅","南","区道",7.8,"１低住専",60,150,"2024年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","青葉台","中目黒",6,200000000,70,"長方形",7,115,"1998年","木造","住宅","その他","南西","区道",7.7,"１低住専",60,150,"2023年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","青葉台","中目黒",9,850000000,350,"台形","",560,"1988年","ＲＣ","共同住宅、駐車場","住宅","西","区道",7,"１低住専",60,150,"2022年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","青葉台","中目黒",10,330000000,165,"ほぼ台形",16.1,210,"2009年","鉄骨造","住宅","住宅","南東","区道",11,"１低住専",60,150,"2022年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","商業地","13110","東京都","目黒区","青葉台","中目黒",6,580000000,230,"ほぼ長方形",11,400,"2004年","ＲＣ","店舗","店舗","南西","区道",4.7,"準工業",60,200,"2020年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","大岡山","大岡山",9,94000000,55,"ほぼ長方形",5.5,80,"2019年","木造","住宅","住宅","北","区道",3.3,"１低住専",60,150,"2025年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","大岡山","大岡山",9,160000000,120,"長方形",13,90,"1958年","木造","住宅","住宅","西","区道",7.9,"１中住専",60,200,"2024年第4四半期","私道を含む取引"
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","大岡山","大岡山",7,160000000,100,"ほぼ正方形",9.5,140,"2024年","木造","住宅","住宅","西","区道",4,"１低住専",60,150,"2024年第3四半期","私道を含む取引"
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","大岡山","大岡山",6,80000000,130,"ほぼ正方形",11.9,120,"2001年","木造","共同住宅","住宅","南東","私道",2.4,"１低住専",60,150,"2024年第3四半期","私道を含む取引"
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","大岡山","大岡山",6,160000000,105,"長方形","",135,"2023年","木造","住宅","住宅","北東","区道",4,"１低住専",60,150,"2024年第1四半期","私道を含む取引"
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","大岡山","大岡山",7,170000000,165,"ほぼ長方形",7.8,195,"2018年","木造","共同住宅","住宅","北西","区道",5,"１低住専",60,150,"2024年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","大岡山","大岡山",4,120000000,155,"ほぼ長方形",12,135,"1990年","","","住宅","西","区道",5.3,"１低住専",60,150,"2024年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","大岡山","大岡山",4,36000000,65,"ほぼ整形",8,70,"1970年","木造","共同住宅","","西","私道",4,"１低住専",60,150,"2023年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","商業地","13110","東京都","目黒区","大岡山","大岡山",3,53000000,60,"ほぼ長方形",4,90,"1980年","","","店舗","東","区道",5.2,"近隣商業",80,300,"2023年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","大岡山","大岡山",11,160000000,90,"台形",5,140,"2023年","木造","住宅","住宅","西","区道",5,"１中住専",60,200,"2023年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","大岡山","大岡山",12,52000000,60,"ほぼ長方形",5.6,120,"1988年","木造","住宅","住宅","北","私道",4,"１中住専",60,200,"2023年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","大岡山","大岡山",7,73000000,75,"袋地等",2,75,"2021年","木造","住宅","住宅","東","区道",3.9,"１低住専",60,150,"2022年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","商業地","13110","東京都","目黒区","大岡山","大岡山",3,280000000,320,"ほぼ長方形",9,160,"1987年","木造","共同住宅、店舗","住宅","北","区道",5.9,"近隣商業",80,300,"2022年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","大岡山","大岡山",7,83000000,80,"ほぼ台形",10,80,"2005年","木造","住宅","住宅","北東","私道",4,"１低住専",60,150,"2022年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","大岡山","大岡山",10,100000000,100,"長方形",7.3,"","","","","住宅","北","区道",3.8,"１低住専",60,150,"2022年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","大岡山","大岡山",3,100000000,125,"袋地等",2.9,60,"1955年","木造","住宅","住宅","北西","区道",4.5,"１低住専",60,150,"2022年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","大岡山","大岡山",9,100000000,100,"袋地等",3,90,"2021年","木造","住宅","住宅","東","私道",4,"１低住専",60,150,"2021年第4四半期","私道を含む取引"
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","大岡山","大岡山",9,50000000,50,"ほぼ長方形",5.7,"","1982年","木造","住宅","住宅","東","私道",4,"１低住専",60,150,"2021年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","大岡山","大岡山",6,130000000,90,"ほぼ長方形",7,115,"2021年","木造","住宅","住宅","東","区道",4.5,"１低住専",60,150,"2021年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","大岡山","大岡山",9,99000000,95,"不整形",2.8,90,"2021年","木造","住宅","住宅","東","区道",4,"１低住専",60,150,"2021年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","大岡山","大岡山",8,110000000,80,"ほぼ長方形",6.3,100,"2020年","木造","住宅","住宅","東","私道",4,"１低住専",60,150,"2021年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","大岡山","大岡山",9,100000000,90,"不整形",2.7,80,"2021年","木造","住宅","住宅","東","私道",3.3,"１低住専",60,150,"2021年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","大岡山","大岡山",11,89000000,155,"ほぼ長方形",20,"","1974年","軽量鉄骨造","住宅","住宅","東","私道",4,"１中住専",60,200,"2021年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","大岡山","大岡山",8,70000000,85,"不整形",2.3,85,"2011年","木造","住宅","住宅","南西","私道",3.2,"１低住専",60,150,"2021年第2四半期","私道を含む取引"
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","大岡山","大岡山",11,82000000,110,"袋地等",2.3,90,"2004年","木造","住宅","住宅","南東","区道",3.7,"１中住専",60,200,"2021年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","大岡山","大岡山",9,120000000,195,"ほぼ長方形",9.3,170,"1982年","軽量鉄骨造","住宅","住宅","東","私道",3.6,"１低住専",60,150,"2020年第4四半期","私道を含む取引"
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","大岡山","大岡山",5,83000000,100,"ほぼ台形",14.1,95,"1980年","ＲＣ","住宅","その他","南西","区道",3.7,"１低住専",60,150,"2020年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","大岡山","大岡山",4,51000000,65,"ほぼ長方形",6.3,75,"1981年","木造","共同住宅","","東","区道",5.3,"１低住専",60,150,"2020年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","大岡山","大岡山",7,78000000,70,"ほぼ長方形",4.8,95,"2011年","木造","住宅","住宅","南東","区道",4.8,"１低住専",60,150,"2020年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","大岡山","大岡山",8,120000000,210,"不整形",7.1,195,"2000年","木造","住宅","住宅","東","私道",4.5,"１低住専",60,150,"2020年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","大岡山","大岡山",8,94000000,140,"ほぼ長方形",13.5,"","","","","住宅","北","区道",2.8,"１低住専",60,150,"2020年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","大岡山","大岡山",3,32000000,60,"ほぼ長方形",3.7,90,"1980年","木造","店舗","住宅","東","区道",6,"近隣商業",80,300,"2020年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","大岡山","大岡山",5,45000000,55,"長方形",4.6,100,"1982年","木造","住宅","住宅","北","私道",4,"１低住専",60,150,"2020年第2四半期",""
