"種類","価格情報区分","地域","市区町村コード","都道府県名","市区町村名","地区名","最寄駅：名称","最寄駅：距離（分）","取引価格（総額）","面積（㎡）","土地の形状","間口","延床面積（㎡）","建築年","建物の構造","用途","今後の利用目的","前面道路：方位","前面道路：種類","前面道路：幅員（ｍ）","都市計画","建ぺい率（％）","容積率（％）","取引時期","取引の事情等"
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","南","洗足",9,110000000,85,"台形",7,110,"2020年","木造","住宅","住宅","南東","区道",4.3,"１低住専",60,150,"2020年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","南","都立大学",15,110000000,125,"ほぼ長方形",17,75,"1971年","木造","住宅","住宅","南東","区道",6,"１低住専",60,150,"2024年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","南","都立大学",14,130000000,95,"ほぼ長方形",5.2,120,"2024年","木造","住宅","住宅","西","区道",4,"１低住専",60,150,"2024年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","南","都立大学",11,44000000,50,"ほぼ正方形",7,60,"1982年","木造","住宅","住宅","南西","区道",5.7,"１低住専",60,150,"2022年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","南","西小山",12,39000000,40,"ほぼ正方形",6.4,50,"1973年","木造","住宅","住宅","西","私道",4,"１中住専",60,200,"2024年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","南","西小山",13,69000000,85,"ほぼ長方形",5.3,80,"2023年","木造","住宅","","東","私道",4,"１中住専",60,200,"2023年第4四半期","私道を含む取引"
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","南","西小山",12,55000000,85,"長方形",8.5,80,"1993年","木造","住宅","住宅","北","私道",2.5,"１中住専",60,200,"2023年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","南","西小山",13,90000000,75,"長方形",6,110,"2011年","木造","住宅","住宅","南","区道",5,"１中住専",60,200,"2022年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","南","西小山",13,560000000,470,"不整形",13.7,870,"1991年","ＲＣ","共同住宅","住宅","東","区道",5,"１中住専",60,200,"2020年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","南","西小山",13,70000000,70,"長方形",4.5,100,"2020年","木造","住宅","住宅","南","私道",4,"１中住専",60,200,"2020年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","目黒","中目黒",13,2600000000,1000,"ほぼ正方形",32,"2,000㎡以上","2000年","ＳＲＣ","共同住宅","住宅","北西","区道",15,"１種住居",60,300,"2023年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","目黒","目黒",12,250000000,150,"不整形",14.6,75,"1953年","","住宅","住宅","北","区道",3.3,"商業",80,500,"2025年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","目黒","目黒",14,920000000,220,"ほぼ台形",19.5,230,"1980年","軽量鉄骨造","住宅、店舗","住宅","北","区道",4.9,"商業",80,500,"2024年第4四半期","私道を含む取引"
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","目黒","目黒",8,63000000,65,"長方形",4.8,85,"2007年","ＲＣ、木造","住宅","住宅","北東","私道",3.6,"１低住専",60,150,"2024年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","商業地","13110","東京都","目黒区","目黒","目黒",4,450000000,250,"ほぼ正方形",15.1,860,"1968年","ＲＣ","倉庫、駐車場、その他","住宅","西","区道",4.3,"１中住専",60,200,"2023年第4四半期","調停・競売等"
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","目黒","目黒",7,120000000,75,"不整形",3.5,95,"1997年","ＲＣ、木造","住宅","住宅","南西","私道",4,"１低住専",60,150,"2023年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","目黒","目黒",15,160000000,150,"ほぼ長方形",14,"","","","","住宅","北東","私道",2.7,"１低住専",60,150,"2023年第3四半期","私道を含む取引"
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","目黒","目黒",15,47000000,40,"ほぼ台形",5.3,80,"1984年","ＲＣ、木造","住宅","住宅","東","区道",3.8,"１低住専",60,150,"2023年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","目黒","目黒",14,120000000,85,"長方形",7.5,105,"1977年","木造","住宅","住宅","北","区道",4,"１低住専",60,150,"2023年第1四半期","私道を含む取引"
"宅地(土地と建物)","不動産取引価格情報","商業地","13110","東京都","目黒区","目黒","目黒",16,220000000,115,"ほぼ長方形",9,185,"1952年","木造","住宅","事務所","南","都道",25,"商業",80,400,"2022年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","目黒","目黒",16,110000000,95,"不整形",7.4,95,"2016年","木造","住宅","住宅","南","私道",4,"１低住専",60,150,"2022年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","目黒","目黒",8,170000000,150,"ほぼ台形",8.3,90,"","木造","住宅","住宅","南","区道",3,"１低住専",60,150,"2022年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","目黒","目黒",14,100000000,95,"不整形",2.5,90,"2015年","木造","住宅","住宅","北","区道",5.5,"商業",80,400,"2022年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","目黒","目黒",6,210000000,120,"ほぼ長方形",8.5,180,"2017年","","共同住宅","住宅","東","区道",4.5,"１中住専",60,200,"2021年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","目黒","目黒",8,70000000,75,"不整形",8,95,"","","","その他","南西","私道",3.5,"１低住専",60,150,"2021年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","目黒","目黒",14,190000000,195,"ほぼ長方形",10.8,240,"2020年","木造","共同住宅","住宅","南東","区道",3.5,"１低住専",60,150,"2020年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","目黒","目黒",18,150000000,140,"ほぼ長方形",8,160,"2004年","木造","住宅","住宅","南東","区道",7.3,"１低住専",60,150,"2020年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","目黒","祐天寺",18,99000000,70,"ほぼ長方形",6.3,100,"1997年","木造","住宅","住宅","南東","私道",4,"１低住専",60,150,"2024年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","目黒","祐天寺",16,160000000,90,"ほぼ長方形",9,100,"2024年","木造","住宅","住宅","南西","区道",5.4,"１低住専",60,150,"2024年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","目黒","祐天寺",14,200000000,125,"長方形",7.9,170,"2019年","鉄骨造","住宅","住宅","北","区道",4,"１低住専",60,150,"2024年第4四半期","私道を含む取引"
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","目黒","祐天寺",17,170000000,100,"ほぼ長方形",6,145,"2023年","木造","住宅","住宅","北西","私道",3.6,"１中住専",60,200,"2023年第4四半期","私道を含む取引"
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","目黒","祐天寺",19,75000000,80,"ほぼ長方形",7,"","","","","住宅","南","私道","","１中住専",60,200,"2023年第1四半期","私道を含む取引"
"宅地(土地と建物)","不動産取引価格情報","商業地","13110","東京都","目黒区","目黒","祐天寺",18,100000000,135,"ほぼ長方形",10.5,330,"1961年","鉄骨造、ブロック造","住宅、店舗","住宅","南西","区道",7,"近隣商業",80,300,"2022年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","目黒","祐天寺",16,82000000,85,"不整形",3.9,95,"2011年","木造","住宅","住宅","南西","区道",3.4,"１低住専",60,150,"2022年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","目黒","祐天寺",16,82000000,80,"袋地等",2.7,90,"2022年","木造","住宅","住宅","南西","私道",2.6,"１中住専",60,200,"2021年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","目黒本町","学芸大学",14,150000000,155,"不整形",5.2,140,"2024年","木造","住宅","住宅","東","私道",4,"１種住居",60,200,"2024年第4四半期","私道を含む取引"
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","目黒本町","学芸大学",13,89000000,70,"正方形",8.1,75,"1976年","木造","住宅","","西","私道",4,"１種住居",60,200,"2024年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","商業地","13110","東京都","目黒区","目黒本町","学芸大学",14,81000000,65,"長方形",6.5,140,"1987年","鉄骨造","住宅、事務所、店舗","住宅","東","区道",5.4,"近隣商業",80,300,"2024年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","目黒本町","学芸大学",14,1200000000,780,"ほぼ長方形",24,1000,"1972年","ＲＣ","共同住宅","住宅","南","区道",6,"１中住専",60,200,"2024年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","目黒本町","学芸大学",11,81000000,95,"長方形",8.4,165,"1991年","木造","住宅","住宅","北","区道",5.4,"１中住専",60,200,"2024年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","目黒本町","学芸大学",16,100000000,80,"袋地等",2.7,90,"2024年","木造","住宅","住宅","東","私道",4,"１中住専",60,200,"2024年第1四半期","私道を含む取引"
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","目黒本町","学芸大学",14,98000000,130,"不整形",7.5,90,"1953年","木造","","その他","北","区道",5.9,"１中住専",60,200,"2024年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","目黒本町","学芸大学",14,670000000,220,"長方形",11.9,530,"2023年","ＳＲＣ","共同住宅","住宅","北東","区道",5.9,"１中住専",60,200,"2023年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","目黒本町","学芸大学",13,30000000,100,"不整形","",40,"2005年","木造","共同住宅","","南","区道",3,"１種住居",60,100,"2022年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","目黒本町","学芸大学",13,70000000,100,"長方形",8,100,"1982年","軽量鉄骨造","共同住宅","住宅","南","区道",3,"１種住居",60,200,"2022年第2四半期","私道を含む取引"
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","目黒本町","学芸大学",14,160000000,80,"長方形",8,135,"2022年","","住宅","住宅","北","区道",4,"１種住居",60,200,"2021年第4四半期","私道を含む取引"
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","目黒本町","学芸大学",13,64000000,65,"ほぼ台形",6.7,135,"2001年","鉄骨造","共同住宅、店舗","住宅","東","区道",5.5,"１中住専",60,200,"2021年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","商業地","13110","東京都","目黒区","目黒本町","学芸大学",13,30000000,40,"ほぼ長方形",3.6,50,"","木造","住宅、店舗","住宅","東","区道",7.2,"準工業",60,300,"2020年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","目黒本町","学芸大学",13,56000000,40,"長方形",3.5,75,"","木造","住宅","住宅","東","区道",7,"準工業",60,200,"2020年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","目黒本町","西小山",11,72000000,125,"台形",9,115,"1991年","木造","住宅","","東","私道",3.3,"１種住居",60,200,"2025年第2四半期","私道を含む取引"
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","目黒本町","西小山",3,73000000,55,"ほぼ長方形",9,65,"2018年","木造","住宅","住宅","北西","私道",4,"１種住居",60,200,"2025年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","目黒本町","西小山",3,65000000,60,"長方形",6,90,"1986年","鉄骨造","共同住宅、作業場","住宅","南東","区道",6.1,"１種住居",60,200,"2025年第1四半期","私道を含む取引"
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","目黒本町","西小山",10,570000000,260,"長方形",19,490,"2025年","ＲＣ","共同住宅","住宅","南","区道",7.6,"１種住居",60,200,"2025年第1四半期","私道を含む取引"
"宅地(土地と建物)","不動産取引価格情報","商業地","13110","東京都","目黒区","目黒本町","西小山",12,480000000,135,"ほぼ長方形",9.1,350,"2024年","ＲＣ","共同住宅","住宅","北西","区道",7.2,"近隣商業",80,300,"2024年第4四半期","私道を含む取引"
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","目黒本町","西小山",4,140000000,90,"ほぼ長方形",6.3,145,"2000年","鉄骨造","住宅","住宅","北東","区道",6,"１種住居",60,200,"2024年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","目黒本町","西小山",15,60000000,35,"ほぼ整形",3.9,55,"2024年","木造","住宅","住宅","西","私道",4,"１中住専",60,200,"2024年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","目黒本町","西小山",9,36000000,135,"長方形","",60,"1967年","木造","住宅","住宅","北","私道",4,"１種住居",60,200,"2024年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","目黒本町","西小山",8,43000000,50,"台形",5,45,"1971年","","","住宅","東","私道",2.5,"１種住居",60,200,"2024年第3四半期","私道を含む取引"
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","目黒本町","西小山",11,130000000,65,"ほぼ長方形",4.9,120,"2023年","木造","住宅","住宅","南","区道",6.1,"１種住居",60,200,"2024年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","目黒本町","西小山",7,83000000,70,"長方形",4.9,95,"2014年","木造","住宅","住宅","西","私道",2.5,"１種住居",60,200,"2024年第1四半期","私道を含む取引"
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","目黒本町","西小山",13,110000000,80,"不整形",2.2,100,"2024年","木造","住宅","住宅","東","私道",2.7,"１中住専",60,200,"2024年第1四半期","私道を含む取引"
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","目黒本町","西小山",14,120000000,65,"ほぼ長方形",6.3,95,"2024年","木造","住宅","住宅","東","私道",4,"１中住専",60,200,"2024年第1四半期","私道を含む取引"
"宅地(土地と建物)","不動産取引価格情報","商業地","13110","東京都","目黒区","目黒本町","西小山",11,140000000,115,"ほぼ正方形",11,200,"1991年","鉄骨造、軽量鉄骨造","住宅、店舗","その他","西","区道",10.5,"１種住居",60,200,"2023年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","目黒本町","西小山",5,78000000,95,"ほぼ長方形",5.5,95,"1991年","軽量鉄骨造","共同住宅","住宅","南東","私道",3.5,"１種住居",60,200,"2023年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","目黒本町","西小山",4,53000000,100,"ほぼ正方形",10,130,"1995年","木造","住宅","住宅","北西","私道",2.8,"１種住居",60,200,"2023年第4四半期","私道を含む取引"
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","目黒本町","西小山",6,65000000,50,"不整形",11.7,80,"1997年","木造","住宅","住宅","西","区道",7.6,"１種住居",60,200,"2023年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","目黒本町","西小山",9,440000000,510,"長方形","","","","","","その他","東","区道",4.7,"１種住居",60,200,"2023年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","目黒本町","西小山",9,220000000,165,"ほぼ長方形",8,310,"1972年","ＲＣ","事務所、作業場","その他","西","区道",4.3,"１種住居",60,200,"2023年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","目黒本町","西小山",13,95000000,60,"ほぼ整形",4,95,"2023年","木造","住宅","住宅","東","私道",2.9,"１中住専",60,200,"2023年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","目黒本町","西小山",9,76000000,65,"不整形",2.3,75,"2022年","木造","住宅","住宅","東","私道",2.5,"１種住居",60,200,"2023年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","目黒本町","西小山",9,110000000,75,"ほぼ正方形",8.3,110,"2022年","木造","住宅","住宅","南","区道",4.3,"１種住居",60,200,"2022年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","目黒本町","西小山",4,77000000,80,"長方形",9,110,"1977年","木造","住宅、店舗","住宅","南東","区道",6.2,"１種住居",60,200,"2022年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","目黒本町","西小山",8,35000000,100,"ほぼ正方形",10,90,"1972年","木造","住宅","住宅","東","私道",3.1,"１種住居",60,200,"2022年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","目黒本町","西小山",7,77000000,75,"長方形",4.9,115,"1996年","木造","住宅","住宅","南","区道",4.3,"１種住居",60,200,"2022年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","目黒本町","西小山",5,650000000,270,"ほぼ長方形",8.6,690,"2013年","ＲＣ","共同住宅","住宅","南西","区道",6.1,"近隣商業",80,300,"2022年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","目黒本町","西小山",8,75000000,70,"長方形",5.4,115,"","木造","住宅","住宅","東","私道",2.6,"１種住居",60,200,"2022年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","目黒本町","西小山",12,430000000,200,"ほぼ長方形",11.1,400,"2020年","ＲＣ","共同住宅","","南","区道",4.3,"１中住専",60,200,"2022年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","目黒本町","西小山",10,39000000,100,"袋地等","",95,"1964年","木造","住宅","住宅","西","私道",4,"１種住居",60,200,"2021年第2四半期","私道を含む取引"
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","目黒本町","西小山",14,42000000,60,"ほぼ整形",4.5,55,"","木造","住宅","住宅","北","区道",6.1,"１種住居",60,200,"2021年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","目黒本町","西小山",12,92000000,60,"ほぼ長方形",6.4,90,"2021年","鉄骨造","住宅","住宅","北西","区道",7.2,"近隣商業",80,300,"2020年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","目黒本町","西小山",2,110000000,95,"ほぼ長方形",7.5,85,"2020年","木造","住宅","住宅","南東","区道",2.2,"１種住居",60,200,"2020年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","目黒本町","西小山",10,63000000,50,"ほぼ正方形",7,80,"2006年","木造","住宅","住宅","南","区道",3.5,"１種住居",60,200,"2020年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","目黒本町","武蔵小山",7,36000000,80,"長方形",8,120,"1988年","","","住宅","接面道路無","","","１種住居",60,200,"2025年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","目黒本町","武蔵小山",11,55000000,55,"ほぼ長方形","",70,"2010年","木造","共同住宅","住宅","北","私道",3,"近隣商業",80,300,"2025年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","目黒本町","武蔵小山",8,120000000,55,"長方形",5.6,90,"2024年","木造","住宅","住宅","西","区道",4.2,"１種住居",60,500,"2025年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","商業地","13110","東京都","目黒区","目黒本町","武蔵小山",14,440000000,100,"ほぼ台形",8.6,340,"2023年","ＲＣ","共同住宅","その他","東","区道",7.3,"近隣商業",80,300,"2025年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","目黒本町","武蔵小山",5,130000000,65,"長方形",4.9,100,"2024年","木造","住宅","住宅","南西","区道",3.9,"１種住居",60,200,"2025年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","目黒本町","武蔵小山",12,210000000,260,"長方形",24.6,340,"1989年","","","住宅","西","区道",5.2,"１中住専",60,200,"2025年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","商業地","13110","東京都","目黒区","目黒本町","武蔵小山",14,180000000,110,"ほぼ整形",10,155,"2024年","木造","住宅","住宅","南","私道",3.4,"近隣商業",80,300,"2024年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","目黒本町","武蔵小山",8,270000000,155,"ほぼ長方形",10,260,"2014年","ＲＣ","共同住宅、倉庫","倉庫","西","区道",6,"１種住居",60,200,"2024年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","目黒本町","武蔵小山",15,120000000,70,"長方形",5.2,95,"2024年","木造","住宅","住宅","東","私道",2.6,"１中住専",60,200,"2024年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","目黒本町","武蔵小山",15,55000000,90,"不整形",2,85,"2023年","木造","住宅","","北西","区道",7.2,"近隣商業",80,300,"2024年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","目黒本町","武蔵小山",8,110000000,60,"ほぼ台形",9.2,100,"2024年","木造","住宅","住宅","北東","都道",15,"１種住居",60,300,"2024年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","目黒本町","武蔵小山",15,110000000,65,"ほぼ長方形",5,95,"2024年","木造","住宅","住宅","東","私道",2.7,"１中住専",60,200,"2024年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","目黒本町","武蔵小山",15,110000000,60,"ほぼ長方形",4.7,95,"2024年","木造","住宅","住宅","北","私道",3.2,"１中住専",60,200,"2024年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","目黒本町","武蔵小山",8,190000000,200,"ほぼ正方形",12.6,220,"2006年","軽量鉄骨造","共同住宅","住宅","東","私道",4,"１種住居",60,200,"2024年第1四半期","私道を含む取引"
"宅地(土地と建物)","不動産取引価格情報","商業地","13110","東京都","目黒区","目黒本町","武蔵小山",5,60000000,80,"ほぼ台形",6.2,120,"2003年","木造","住宅、店舗","住宅","北","区道",7,"近隣商業",80,300,"2023年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","目黒本町","武蔵小山",11,150000000,120,"ほぼ長方形",12,125,"2023年","木造","住宅","住宅","東","私道",2.4,"１中住専",60,200,"2023年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","目黒本町","武蔵小山",8,630000000,490,"ほぼ長方形",18.1,730,"1996年","ＲＣ","共同住宅、倉庫","住宅","東","区道",6.1,"１種住居",60,200,"2023年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","目黒本町","武蔵小山",8,150000000,95,"ほぼ長方形",7,165,"2014年","ＲＣ","事務所、倉庫","","西","区道",6.1,"１種住居",60,200,"2023年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","商業地","13110","東京都","目黒区","目黒本町","武蔵小山",5,2000000000,460,"ほぼ台形",14.8,1400,"2023年","ＲＣ","共同住宅","住宅","南","区道",7.7,"近隣商業",80,300,"2023年第3四半期","私道を含む取引"
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","目黒本町","武蔵小山",7,80000000,60,"台形",5.3,75,"2023年","木造","住宅","住宅","東","私道",3.2,"１種住居",60,200,"2023年第2四半期","私道を含む取引"
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","目黒本町","武蔵小山",8,77000000,65,"ほぼ長方形",5,65,"","","","住宅","東","私道",2,"１種住居",60,200,"2023年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","商業地","13110","東京都","目黒区","目黒本町","武蔵小山",6,290000000,260,"ほぼ台形",10.2,620,"1989年","ＳＲＣ","共同住宅、工場、事務所、倉庫","住宅","北東","都道",15,"近隣商業",80,300,"2023年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","商業地","13110","東京都","目黒区","目黒本町","武蔵小山",6,270000000,330,"不整形",20.5,70,"1981年","鉄骨造","その他","店舗","北東","都道",20.1,"近隣商業",80,300,"2023年第1四半期","私道を含む取引"
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","目黒本町","武蔵小山",12,79000000,60,"ほぼ台形",6.8,80,"2023年","木造","住宅","住宅","東","私道","","１中住専",60,200,"2023年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","目黒本町","武蔵小山",7,170000000,125,"ほぼ長方形",8,230,"1993年","鉄骨造","共同住宅","","北","区道",4.2,"１種住居",60,200,"2022年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","目黒本町","武蔵小山",8,13000000,40,"台形",5,50,"","木造","住宅","その他","南東","私道","","１種住居",60,200,"2022年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","目黒本町","武蔵小山",13,68000000,50,"長方形",4.7,65,"2022年","木造","住宅","住宅","北","私道",2,"１中住専",60,200,"2022年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","目黒本町","武蔵小山",8,80000000,60,"長方形",5.4,95,"1995年","木造","住宅","住宅","西","区道",4.2,"１種住居",60,200,"2022年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","目黒本町","武蔵小山",12,110000000,170,"ほぼ整形",11,210,"1992年","鉄骨造","住宅","住宅","北","区道",3.6,"１中住専",60,200,"2022年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","目黒本町","武蔵小山",11,60000000,55,"不整形",6.5,75,"2002年","木造","住宅","住宅","西","私道",4,"１種住居",60,200,"2022年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","目黒本町","武蔵小山",11,87000000,125,"ほぼ長方形",13.8,45,"","木造","住宅","住宅","東","私道",2.4,"１中住専",60,200,"2022年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","目黒本町","武蔵小山",12,1900000000,820,"不整形",24.9,"2,000㎡以上","2022年","ＲＣ","共同住宅","住宅","西","区道",5.2,"１中住専",60,200,"2022年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","目黒本町","武蔵小山",4,77000000,50,"長方形",4.5,90,"2022年","木造","住宅","住宅","南西","区道",3.9,"１種住居",60,200,"2021年第4四半期",""
